job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9
Lead SEO Marketing Manager - New Ventures ,NA,h,U1098,1,0.45,0.93,0.35,0.77,0.94,0.97,0.16,0.85,0.05,0.14,0.78,0.51,0.34,0.64,0.25,0.49,0.23,0.62,0.63,1,0.37,0.43,0.14,0.27,0.83,0.82,0.65,0.95,0.46,0.36,0.95,0.87,0.31,0.18,0.56,0.39,0.82,0.88,0.06,0.77,0.81,0.82,0.85,0.94,0.97,0.3,0.97,0.65,0.94,0.96,0.01,0.56,0.1,0.73,0.05,0.53
Lead Machine Learning Engineer - (Remote),NA,f,U1099,1,0.12,0.92,0.12,0.37,0.98,0.2,0.8,0.86,0.23,0.86,0.5,0.31,0.56,0.19,0.03,0.03,0.69,0.86,0.4,0.04,0.69,0.89,0.12,NaN,0.84,0.32,0.39,0.4,0.56,0.99,0.77,0.21,0.35,0.48,0.12,0.1,0.05,0.88,0.32,0.46,0.19,0.72,0.68,0.98,0.41,0.68,0.24,0.3,0.71,0.24,0.02,0.73,0.3,0.02,0.27,0.68
Junior Big Data Analyst - Pricing & Forecasting (M/F/D),NA,g,U1100,0,0.57,0.43,0.3,0.89,1,NaN,0.23,0.87,0.75,NaN,0.39,0.82,0.96,0.07,0.2,0.45,0.21,NaN,0.66,0.05,0.85,0.09,0.06,0.37,0.98,0.68,1,0.3,0.15,0.79,0.23,0.61,NaN,0.42,0.36,0.89,0.04,NaN,0.99,0.92,0.08,0.07,0.66,0.05,0.1,0.55,0.91,0.16,0.76,0.04,0.58,0.73,0.08,0.62,0.93,0.74
Lead Data Science Manager - APAC,NA,h,U1101,0,0.72,0.86,0.95,0.52,0.94,0.08,0.17,0.62,0.15,0.8,0.79,0.51,0.37,0.7,0.74,0.89,0.48,NaN,0.02,0.2,0.22,0.81,0.32,NaN,0.68,0.54,0.54,0.58,0.22,0.4,0.49,0.6,0.57,0.31,0.32,0.63,0.17,0.53,0.01,0.56,0.01,0.36,0.51,0.64,0.81,0.95,0.84,0.7,0.63,0.33,0.47,0.9,0.66,0.11,0.78,0.34
Senior Performance Marketing Manager,NA,g,U1102,0,0.34,0.9,0.73,0.73,0.32,0.48,0.56,0.44,0.69,0.82,0.39,0.1,0.75,0.86,0.52,0.05,0.17,0.13,0.28,0.78,0.17,0.14,0.5,NaN,0.07,0.73,0.88,0.93,0.36,0.02,0.65,0.75,0.1,0.81,0.73,0.3,0.52,0.79,0.25,0.64,0.76,0.69,0.45,0.54,0.52,0.97,0.97,0.45,0.34,0.47,0.18,0.99,0.02,0.52,0.79,0.63
 Onboarding Manager - New Ventures,62000,h,U1103,1,0.02,0.07,0.27,0.17,0.59,0.87,0.17,0.92,0.86,0.29,0.94,0.44,0.33,0.83,0.41,0.14,0.37,NaN,0.19,0.34,0.04,0.74,0.28,NaN,0.66,0.7,0.51,0.74,0.79,0.25,0.11,0.52,NaN,0.49,0.25,0.38,0.46,0.46,0.74,0.99,0.14,0.88,0.45,0.14,0.55,0.65,0.87,0.23,0.44,0.35,0.72,0.44,0.51,0.13,0.74,0.97
Senior Machine Learning Engineer - NLP,NA,b,U1104,0,0.11,0.06,0.49,0.72,0.75,0.85,0.94,0.36,0.47,0.22,0.02,0.35,0.63,0.44,0.63,0.78,0.44,0.92,0.51,0.96,0.3,0.87,0.28,NaN,0.65,0.59,0.34,0.33,0.14,0.3,0.67,0.49,0.71,0.9,0.35,0.17,0.7,0.04,0.92,0.9,0.97,0.8,0.07,0.97,0.39,0.67,0.38,0.87,0.96,0.76,NaN,NaN,0.82,0.75,0.83,0.31
Junior Shop Manager - Global Transformation (M/F/D),52000,a,U1105,1,0.29,0.46,0.02,0.16,0.5,0.58,0.46,0.13,0.34,0.78,0.95,0.22,0.99,0.57,0,0.07,0.6,0.07,0.29,0,0.59,0.72,0.44,0.79,0.95,0.78,0.05,0.08,0.26,0.71,0.31,0.31,0.85,0.93,0.37,0.31,0.27,0.82,0.75,0.6,0.51,0.05,0.51,0.54,0.84,0.76,0.68,0.54,0,0.29,0.47,0.63,0.41,0.87,0.97,0.06
Senior Growth Hacker - New Ventures  (M/F/D),NA,f,U1106,0,0.58,0.34,0.64,0.83,0.12,0.78,0.82,0.93,0.43,0.86,0.45,0.75,0.7,NaN,0.08,0.51,0.18,NaN,0.08,0.25,0.37,0.98,0.86,0.4,NaN,0.52,0.82,0.55,0.28,0.95,0.17,0.17,0.11,0.05,0.21,0.73,0.9,0.67,0.75,0.86,0.06,0.58,0.2,0.77,1,0.36,0.44,0.91,0.59,0.48,0.99,0.45,0.41,0.22,0.86,0.03
Junior Online Marketing Manager - New Ventures ,NA,e,U1107,1,0.69,0.74,0.57,0.36,0.04,0.92,0.94,0.06,0.4,0.58,0.81,0.07,0.81,0.9,0.17,0.46,0.01,0.28,0.44,0.13,0.67,0.63,0.37,NaN,0.6,0.57,0.57,0.2,0.56,0.88,0.75,0.79,0.6,0.68,0.78,0.12,0.07,0.81,0.8,0.36,0.42,0.01,0.02,0.05,0.63,0.83,0.3,0.89,0.61,0.12,0.32,0.94,0.57,0.96,0.84,0.52
Junior Product Manager -  Mobile,NA,d,U1108,0,0.08,0.2,0.25,0.34,0.07,0.69,0.34,0.28,0.2,0.22,0.36,0.78,0.83,0.06,0.98,0.45,0.16,NaN,0.53,0.21,0.22,0.94,0.04,NaN,0.22,0.63,0.2,0.18,0.08,0.44,0.07,0.92,0.08,0.26,0.73,0.69,0.5,0.39,0.7,0.65,NaN,0.94,0.2,0.06,0.25,0.73,0.39,0.35,0.07,0.77,0.69,0.22,0.22,0.24,0.03,0.7
 Onboarding Manager - New Ventures,NA,f,U1109,0,0.46,0.31,0.5,0.62,0.73,0.17,0.54,0.49,0.65,0.01,0.27,0.8,0.3,0.14,0.5,0.04,0.94,NaN,0.24,0.73,0.75,0.14,0.86,0.7,0.8,0.15,0.38,0.68,0.86,0.68,0.15,0.55,0,0.34,0.55,0.3,0.42,0.96,0.41,0.16,0.18,0.02,0.78,0.22,0.25,0.89,0.59,0.45,0.71,0.69,0.06,0.29,0.13,0.07,0.1,0.93
Senior Manager Policy Affairs - France (m/f/d),NA,g,U1110,0,0.57,0.92,0.56,0.61,0.88,0.97,0.56,0.02,0.3,0.03,0.34,0.86,0.22,0.05,0.14,0.18,NaN,NaN,0.1,0.26,0.96,0.06,0.79,NaN,0.26,0.07,0.01,0.05,0.06,0.21,0.21,0.48,0.88,0.89,0.39,0.53,0.31,0.52,NaN,0.4,0.55,0.66,0.83,0.96,0.73,0.98,0.19,0.26,0.67,0.39,0.98,0.25,0.94,0.33,0.08,0.55
Lead Product Owner - Checkout m/f/d,59000,e,U1111,1,0.99,0.56,0.01,0.58,0.69,0.42,0.25,0.16,0.04,0.91,0.32,0.86,0.55,0.71,0.08,0.22,0.47,NaN,0.32,0.08,0.14,0.18,0.51,0.81,0.11,0.32,0.64,0.26,0.25,0.43,0.68,0.82,0.19,0.92,0.83,0.14,0.69,0.97,0.96,0.57,0.9,0.73,0.79,0.53,0.25,0.02,0.96,0.98,0.19,0.41,0.58,0.75,0.88,0.31,0.66,0.75
Lead Sustainability Manager - New Ventures,65000,f,U1112,1,0.66,0.04,0.81,0.87,0.87,0.03,0.97,0.86,0.04,0.12,0.35,0.53,0.69,0.71,0.01,0.07,0.24,0.26,NaN,0.02,0.77,0.47,0.41,NaN,0.94,0.41,0.84,NaN,0.04,0.35,0.48,0.9,0.63,0.46,0.79,0.49,0.72,0.15,0.53,0.73,0.32,0.44,0.5,0.98,0.96,0.32,0.85,0.25,0.3,0.28,0.17,0.81,0.55,0.07,0.94,0.33
 Marketing Manager - (Remote) m/f/d,NA,a,U1113,1,0.55,0.41,0.62,0.9,0.02,0.69,0.13,0.39,0.69,0.76,0.9,0.66,0.81,0.82,NaN,0.8,0.13,NaN,0.74,0.34,0.25,0.17,0.69,0.08,0.46,0.82,0.7,0.88,0.14,0.82,0.48,0.62,0.95,0.22,0.94,0.04,0.11,0.55,0.8,0.37,0.52,0.91,0.74,0.2,0.49,0.65,0.42,0.38,0.84,0.23,0.81,0.33,0.71,0.89,0.87,0.26
Junior Marketing Analyst - (Remote),NA,h,U1114,0,0.22,0.5,0.81,0.65,0.18,0.92,0.04,0.05,0.65,0.26,0.44,0.02,0.9,0.71,0.11,0.02,0.12,0.09,0.34,0.78,0.41,0.01,0.88,NaN,0.82,0.21,0.97,0.53,0.13,0.76,0.76,0,0.89,0.41,0.67,0.41,0.53,0.5,0.1,0.29,0.81,0.35,0.72,0.66,0.45,0.18,0.41,NaN,0.84,0.65,0.04,0.14,0.43,0.24,0.35,0.74
 Product Analyst - Pricing & Forecasting (M/F/D),NA,d,U1115,1,0.65,0.77,0.41,0.39,0.46,0.65,0.58,0.55,0.22,0.66,0.05,0.82,0.72,0.3,0.14,0.53,0.97,0.9,0.51,0.44,0.02,0.35,0.2,0.89,0.7,0.29,0.08,0.2,0.85,0.6,0.85,0.16,0.48,0.31,0.38,0.01,0.58,0.13,0.89,0.8,0.11,0.46,0.08,0.98,0.29,0.1,0.05,0.7,0.72,0.98,0.44,0.72,0.65,0.84,0.31,0.34
Senior Sustainability Manager,NA,d,U1116,0,0.19,NaN,0.62,0.13,0.99,0.38,0.85,0.42,0.11,0.87,0.7,0.6,0.37,0.77,0.03,0.37,0.08,NaN,0.33,0.74,0.87,0.23,0.68,NaN,0.18,0.68,0.56,0.75,0.28,0.38,0.19,0.17,0.15,0.32,0.74,0.69,0.99,0.41,0.77,0.49,0.91,0.75,0.21,0.96,1,0.7,0.11,0.63,0.07,0.32,NaN,0.55,0.66,0.43,0.06,0.56
Senior UI Designer,NA,b,U1117,1,0.32,0.69,1,0.43,0.7,NaN,0.6,0.28,0.79,0.63,0.84,0.06,0.6,0.35,0.72,0.9,0.94,0.62,0.49,0.19,0.06,0.12,0.96,0.53,0.14,0.54,0.7,0.85,0.34,0.66,0.55,0.59,0.98,0.9,0.29,0.42,0.02,0.3,0.52,0.61,0.93,0.4,0.91,0.01,0.36,0.75,0.08,0.1,0.12,0.43,0.93,0.69,0.52,0.79,0.63,0.64
Lead UI Designer - (Remote),NA,h,U1118,0,0.99,0.76,0.01,0.02,0.38,0.09,0.4,0.64,NaN,0.55,NaN,0.31,0.88,0.94,0.59,0.13,0.61,NaN,0.47,0.64,0.57,0.69,0.9,NaN,0.22,0.09,0.22,0.73,0.37,NaN,0.7,0.3,0.49,0.12,0.14,0.22,0.83,0.85,0.07,0.26,0.46,0.12,0.42,0.16,0.18,0.11,0.38,0.13,0.78,0.09,0.18,0.72,0.54,0.86,0.67,0.71
 Manager Innovation Lab M/F/D,61000,g,U1119,1,0.21,0.23,0.59,0.27,0.73,0.56,0.02,0.84,0.48,0.97,0.85,0.24,0.53,0.14,0.91,0.61,0.84,0.01,0.72,0.48,0.35,0.11,0.68,0.56,0.56,0.59,0.7,0.81,0.75,0.72,0.02,0.41,0.08,0.65,0.6,0.63,0.98,0.6,0,0.93,0.31,0.73,0.82,0.14,0.52,0.99,0.86,0.45,0.17,NaN,0.24,0.39,0.35,0,0.56,0.93
 Data Scientist - Supplier Financing,NA,a,U1120,0,0.51,0.25,0.08,0.89,0.83,0.86,0.57,0.14,0.99,0.22,0.08,0.7,0.27,0.42,0.07,0.49,0.95,NaN,0.13,0.21,0.42,0.41,0.6,NaN,0.61,0.09,0.12,0.47,0.55,0.8,0.75,0.14,0.17,0.78,0.15,0.36,0.97,0.5,0.67,0.88,0.84,0.72,0.35,0.65,0.41,0.68,0.54,0.73,0.83,0.55,0.94,0.41,0.97,0.36,NaN,0.2
 AI Researcher - Supplier Financing,57000,b,U1121,1,0.79,0.46,0.36,0.6,0.65,0.32,0.76,0.43,0.34,0.38,0.39,0.56,0.22,0.28,0.37,0.04,0.26,NaN,0.13,0.63,0.24,0.27,0.61,0.14,0.28,0.04,0.25,0.59,0.71,0.59,0.24,0.11,0.9,0.21,0.97,0.58,0.13,0.44,0.84,0.59,0.51,0.35,0.83,0.41,0.58,0.72,0.96,0.09,0.41,0.84,0.47,0.81,0.23,0.5,0.01,0.97
Lead SEO Manager (M/F/D),56000,e,U1122,1,0.89,0.88,0.38,0.91,0.65,0.13,0.23,0.77,0.35,0.41,0.87,0.14,0.61,0.22,0.03,0.38,0.32,NaN,0.27,0.97,0.23,0.2,0.52,NaN,0.03,0.9,0.56,0.99,0.39,0.41,0.44,0.62,0.91,0.16,0.02,0.04,0.77,0.8,0.84,0.43,0.12,0.36,0.69,0.38,0.05,0.05,0.71,0.13,0.49,0.3,0.38,0.26,0.98,0.96,0.6,0.56
Lead UI Designer - (Remote),NA,g,U1123,1,0.67,0.32,0.75,0.11,0.21,0.32,0.6,0.94,0.92,0.44,0.5,0.39,0.79,0.24,0.72,0.13,0.79,NaN,0.69,NaN,0.97,0.16,0.42,0.92,0.62,0.53,0.46,0.51,0.79,0.89,0.28,0.3,0.59,0.09,0,0.4,0.72,0.99,0.25,0.08,0.98,0.83,0.42,0.88,0.19,0.16,0.05,0.23,0.16,0.14,0.06,0.87,0.63,NaN,0.61,0.66
Junior Business Development Manager - France,NA,g,U1124,1,0.32,1,0.11,0.17,0.16,0.14,0.08,0.52,0.15,0.69,0.06,0.18,0.66,0.57,0.76,0.79,0.95,0.95,0.72,0.9,0.58,0.08,0.27,0.08,0.57,0.32,0.23,0.93,0.39,0.39,0.38,0.64,0.22,0.28,0.61,0.36,0.18,1,0.61,1,0.46,0.8,0.82,0.72,0.21,0.1,0.55,0.07,0.68,0.73,0.42,0.57,0.79,0.8,0.75,0.7
Senior Machine Learning Engineer - NLP,NA,e,U1125,0,0.52,0.87,0.09,0.76,0.99,0.59,0.82,0.57,0.43,0.02,0.42,0.24,0.28,0.86,0.95,0.56,0.31,NaN,0.15,0.23,0.66,0.01,0.92,0.91,0.43,0.07,0.96,0.86,0.12,0.98,0.03,0.08,0.11,0.94,0.1,0.49,0.87,0.44,0.16,0.19,0.19,0.55,0.85,0.9,0.36,0.18,0.26,0.11,0.15,0.62,0.52,0.65,0.4,0.46,0.2,0.46
 Shop Manager - France,NA,c,U1126,1,0.97,0.12,0.11,0.88,0.96,0.73,0.23,0.55,0.81,0.09,0.92,0.26,0.16,0.19,0.94,0.49,0.19,NaN,0.78,0.79,0.74,0.03,0.96,0.64,0.17,0.15,0.35,0.43,0.21,0.81,NaN,0.63,0.98,0.98,0.77,0.62,0.09,0.89,0.19,0.8,NaN,0.21,0.92,0.84,0.55,0.54,0.99,0.12,0.2,0.01,0.03,0.53,0.9,0.83,0.41,0.76
Junior Offline Marketing Manager,51000,d,U1127,0,0.33,0.85,0.87,0.39,0.81,0.29,0.46,0.5,0.36,0.19,0.44,0.14,0.97,0.41,0.48,0.33,0.71,NaN,0.76,0.66,0.38,0.3,0.89,0.79,0.25,0.7,0.97,0.42,0.1,0.2,0.29,0.14,0.92,0.64,0.97,0.53,0.24,0.56,NaN,0.49,0.96,0.39,0.46,0.83,0.15,0.74,0.78,0.04,0.91,0.54,0.6,0.77,0.96,0.12,0.14,0.25
Junior Product / UX Engineer - NLP (m/f/d),62000,e,U1128,1,0.25,0.07,0.52,0.61,0.43,0.59,0.43,0.62,0.81,0.68,NaN,0.97,0.22,0.77,0.99,0.69,0.53,0.88,0.22,0.84,0.56,0.76,0.56,0.9,0.43,0.56,0.13,0.05,0.91,0.8,0.88,0.73,0.73,1,0.19,NaN,0.79,0.5,0.23,0.83,0.96,0.95,0.84,0.04,0.23,0.89,0.77,0.2,0.4,0.93,0.86,0.16,0.05,0.02,0.37,0.6
Senior Data Analyst - Pricing Team M/F/D,68000,f,U1129,0,0.71,0.52,0.97,0.93,0.52,0.63,0.28,0.06,0.53,0.24,0.18,0.41,0.18,0.34,0.73,0.82,0.74,NaN,0.26,0.08,0.51,0.06,0.69,NaN,0.01,0.31,0.08,0.16,0.21,0.96,0.92,0.31,0.16,0.08,0.83,0.96,0.71,0.96,0.96,0.73,0.17,0.11,0.95,0.08,0.81,0.32,0.21,0.37,0.12,0.2,0.44,0.2,0.97,0.11,NaN,0.94
Lead UI Designer - (Remote),NA,d,U1130,0,0.5,0.43,0.28,0.86,0.63,0.42,0.73,0.46,0.63,0.68,0.95,0.33,0.05,0.27,0.06,0.02,0.6,NaN,0.4,0.12,0.57,0.44,0.82,NaN,0.75,0.22,0.5,NaN,0.6,0.77,0.2,0.5,0.71,0.55,0.33,0.41,0.3,0.47,0.93,0.62,0.1,0.05,0.79,0.11,0.19,0.72,NaN,0.84,0.45,0.16,0.97,0.42,0.12,0.59,0.93,0.88
Junior Business Development Manager - France,NA,c,U1131,0,0.81,0.76,0.55,0.57,0.69,0.03,0.55,0.75,0.9,0.82,0.84,0.5,0.55,0.97,0.03,0.56,0.04,NaN,0.59,0.95,0.33,0.22,0.35,NaN,0.84,0.56,0.78,0.07,0.96,0.02,0.48,0.92,0.41,0.38,0.59,0.89,0.99,0.81,0.01,0.99,0.12,0.95,0.08,0.09,0.72,0.31,0.81,0.03,0.6,0.82,0.16,0.58,0.75,0.85,0.86,0.33
Junior Data Scientist - Deep Learning,NA,g,U1132,1,0.33,0.98,0.44,0.53,0.29,0.85,0.12,0.25,0.7,0.88,0.89,0.43,0.9,0.44,0.89,0.6,0.01,0.42,0.62,0.52,0.15,0.43,0.28,0.62,0.08,0.78,0.09,0.8,0.03,0.71,0.58,0.48,0.1,0.44,0.99,0.76,0.45,0.89,0.86,0.16,0.3,0.93,0.46,NaN,0.9,0.18,0.57,0.73,0.85,0.14,0.49,0.9,0.79,0.08,0.12,0.94
 Brand Manager (m/f/d),50000,h,U1133,1,0.5,0.03,0.85,0.62,0.06,0.23,0.16,0.45,0.16,0.5,0.75,0.11,0.39,0.06,0.88,0.13,0.72,NaN,0.84,0.94,0.53,0.71,0.62,0.48,0.58,0.54,0.58,0.44,0.93,0.96,0.96,0.6,0.02,0.42,0.37,0.29,0.09,0.81,0.27,0.75,0.92,0.3,0.87,0.18,0.13,0.08,0.87,0.38,0.06,0.03,0.41,0.2,0.87,0.17,0.41,0.46
Lead Manager Innovation Lab - New Ventures M/F/D,50000,d,U1134,1,0.36,0.53,0.01,0.62,0.4,0.54,0.57,0.54,0.52,0.39,0.84,0.1,0.32,0.9,0.98,0.68,0.61,0.23,0.42,0.56,0.83,0.49,0.26,0.06,0.24,0.84,0.38,0.15,0.11,0.86,0.63,0.25,0.28,0.55,0.71,0.86,0.68,0.14,0.35,0.74,0.69,0.87,0.98,0.07,0.49,0.6,0.52,0.96,0.6,0.62,0.75,0.48,0.3,0.22,0.52,0.23
Junior Software Engineer,NA,b,U1135,0,0.47,0.8,0.34,0.16,0.12,0.52,0.88,0.16,0.53,0.84,0.09,0.76,0.43,0.28,0.34,0.29,0.64,NaN,0.73,0.61,0.66,0.38,0.25,NaN,0.56,0.07,0.29,0.73,0.31,0.48,0.25,0.97,0.62,0.45,0.08,0.64,0.36,0.16,0.89,0.72,0.46,0.01,0.48,0.4,1,0.2,0.16,0.85,0.5,0.36,NaN,0.47,0.65,0.71,0.34,0.26
Senior Manager Innovation Lab - APAC m/f/d,NA,c,U1136,0,0.23,0.14,0.79,0.95,0.81,0.37,0.57,0.71,0.08,0.29,0.84,0.5,1,0.55,0.42,0.69,0.94,NaN,0.94,0.24,0.97,0.78,0.86,NaN,0.39,0.29,0.99,0.3,0.31,0.26,0.21,0.9,0.34,0.47,0.33,0.91,0.58,0.01,0.61,0.03,0.29,0.41,0.74,0.79,0.29,0.53,0.79,0.18,0.72,0.96,0.6,0.47,0.45,0.96,0.98,0.53
Junior Data Scientist - Deep Learning,NA,h,U1137,0,0.62,0.77,0.34,NaN,0.12,0.22,0.09,0.17,0.36,0.14,0.85,0.3,0.59,0.13,0.22,0.85,0.15,NaN,0.26,0.51,0.18,0.37,0.07,NaN,0.61,0.02,0.23,0.51,0.41,0.35,0.44,0.15,0.34,0.69,0.7,0.8,0.06,0.79,0.33,0.1,0.5,0.3,0.78,0.46,0.8,0.9,0.55,0.57,0.71,0.78,0.22,0.13,0.14,0.13,0.81,0.05
Senior Operations Manager - APAC (M/F/D),NA,a,U1138,0,0.44,0.62,0.82,0.53,0.53,0.85,0.73,0.14,0.69,0.85,0.3,0.3,0.35,0.84,0.59,0.53,0.73,NaN,0.77,0.04,0.6,0.54,0.15,NaN,0.65,0.72,0.73,0.59,0.22,0.37,0.59,0.08,0.53,0.29,0.88,0.33,NaN,0.46,0.1,0.61,0.8,0.75,0.86,0.15,0.07,0.98,0.96,0.3,0.24,0.3,0.67,0.68,0.97,0.23,0.49,0.73
Lead SEO Marketeer M/F/D,66000,h,U1139,1,0.4,0.1,0.37,0.03,0.82,NaN,0.6,0.47,NaN,0.89,0.46,0.91,0.26,0.79,0.16,0.17,0.08,NaN,0.96,0.07,0.4,0.89,0.21,NaN,0.07,0.42,0.19,0.24,0.8,0.95,0.19,0.62,0.12,0.14,0.18,0.67,0.41,0.41,0.89,0.64,0.72,0.21,0.29,0.06,0.88,0.45,0.2,0.17,0.87,0.23,0.53,0.56,0.22,0.44,0.7,0.86
Senior Backend Engineer (M/F/D),54000,h,U1140,1,0.55,0,NaN,0.64,0.98,0.98,0.31,0.57,NaN,0.01,0.31,0.43,0.85,0.22,0.14,0.04,0.56,NaN,0.29,0.15,0.27,0.62,NaN,0.51,0.06,0.16,0.36,0.31,0,0.05,0.43,0.7,0.15,0.71,0.27,0.46,0.73,0.55,0.52,0.08,0.83,0.16,0.22,0.09,0.49,0.68,0.2,0.77,0.26,0.72,0.88,0.84,0.48,0.15,0.68,0.48
 Sustainability Manager - APAC,59000,b,U1141,1,0.15,0.92,0.58,0.18,0.64,0.97,0.65,0.09,0.69,0.47,0.19,0.16,0.38,0.42,0.63,0.07,0.12,NaN,0.69,0.01,0.9,0.09,0.98,NaN,0.71,0.98,0.8,0.67,0.59,0.26,0.87,0.41,0.47,0.42,0.4,0.66,0.07,0.68,0.89,0.09,0.49,0.02,0.98,0.7,0.79,0.2,0.76,0.17,0.13,0.58,0.34,0.34,0.04,0.24,0.85,0.47
Junior Growth Marketing Manager - Mobile,66000,f,U1142,1,0.16,0.48,0.54,NaN,0.34,0.19,0.04,0.75,0.56,0.47,0.88,0.24,0.57,0.47,0.5,0.42,0.75,0.19,NaN,0.71,0.69,0.63,0.16,NaN,0.45,0.41,0.93,0.39,0.18,0.85,NaN,0.13,0.26,0.38,0.1,0.45,0.91,0.72,0.2,0.48,0.48,0.34,0.01,0.24,0.3,0.79,0.5,0.55,0.19,0.09,0.46,0.02,0.65,0.89,0.63,0.15
Junior Manager Innovation Lab - France (M/F/D),NA,f,U1143,1,0.9,0.57,0.88,0.63,0.3,0.94,0.36,0.77,0.25,0.44,0.47,0.48,0.57,0.33,0.65,0.71,0.85,NaN,0.63,0.97,0.05,0.9,0.64,NaN,0.43,0.63,0.14,0.01,0.03,0.83,0.8,0.22,0.93,0.75,0.05,0.22,0.63,0.26,0.98,0.28,0.32,0.8,0.85,0.53,0.52,0.71,0.44,0.78,0.23,0.74,0.16,0.09,0.43,0.86,0.02,0.24
Junior Data Scientist - Deep Learning,NA,c,U1144,0,0.29,0.36,0.67,0.65,0.81,0.49,0.73,0.13,0.71,0.09,0.66,0.42,0.89,0.24,0.57,0.01,0.78,0.78,0.56,0.4,0.15,0.91,0.82,NaN,0.08,0.7,0.98,0.01,0.72,0.5,0.19,0.22,0.79,0.81,0.39,0.41,0.12,0.27,0.98,0.75,0.98,0.93,0.18,0.36,0.67,0.77,0.77,0.55,0.81,0.25,0.03,0.89,0.45,0.8,0.06,0.69
 Product Manager - Pricing & Forecasting,NA,d,U1145,1,0.68,0.18,0.7,0.16,0.16,0.23,0.62,0.82,0.34,0.63,0.67,0.94,0.02,0.7,0.61,0.57,0.82,NaN,0.21,0.03,0.48,0.26,0.85,NaN,0.6,0.48,0.32,0.16,0.17,0.03,0.06,0.45,0.53,0.42,0.48,0.72,0.33,0.88,0.81,0.81,0.33,NaN,0.93,0.62,0.23,0.13,0.89,0.03,0.81,0.58,0.84,0.66,0.12,0.67,0.63,0.43
Junior Reserch Scientist - (Internal Audit) (M/F/D),56000,e,U1146,1,0.05,0.65,0.55,0.49,0.3,0.02,0.68,0.48,0.14,0.32,0.89,0.88,0.26,0.41,NaN,0.26,0.69,NaN,0.22,0.99,0.15,0.19,0.71,0.51,0.82,NaN,0.45,0.89,0.46,0.67,0.94,0.15,0.48,0.65,0.5,0.13,0.56,0.97,0.73,0.9,0.32,0.23,0.98,0.69,0.97,0.28,0.62,0.8,0.53,0.93,0.56,NaN,0.92,0.69,0.23,0.76
Senior Offline Marketing Manager - New Ventures  (M/F/D),62000,d,U1147,1,0.72,0.98,0.68,0.69,0.49,0.48,0.22,0.97,0.84,0.57,0.98,0.43,0.83,0.24,0.91,0.21,0.62,NaN,0.97,0.98,0.36,0.17,0.32,0.88,0.07,0.82,0.64,0.15,0.76,0.55,0.51,0.4,0.02,0.38,0.25,0.06,0.81,0.69,0.04,0.83,0.93,0.9,0.57,0.55,0.55,0.7,0.65,0.47,0.72,0.48,0.41,0.08,0.8,0.3,0.55,0.17
 Brand Manager (m/f/d),55000,e,U1148,1,0.86,0.15,0.95,0.93,0.58,0.37,0.72,0.69,0.1,0.27,0.48,NaN,0.67,0.85,0.06,0.55,0.61,NaN,0.38,0.32,0.22,0.8,0.34,NaN,0.58,0.73,0.87,0.66,0.3,0.19,0.85,0.77,0.41,0.32,0.12,0.4,0.05,0.49,0.18,0.7,0.47,0.26,0.91,0.64,0.19,0.5,0.35,0.1,0.58,NaN,0.52,0.02,0.49,0.13,0.03,0.96
Lead Big Data Analyst - Pricing Team,NA,d,U1149,1,0.25,0.52,0.6,0.01,0.99,0.39,0.95,0.42,0.89,0.23,0.64,0.73,0.89,0.65,0.42,0.48,0.82,NaN,0.77,0.65,0.14,NaN,0.64,NaN,0.6,0.83,0.03,0.97,0.47,0.74,0.25,0.89,0.98,0.84,NaN,0.55,0.2,0.12,0.02,0.34,0.41,0.24,0.24,0.05,0.19,0.07,0.94,0.06,0.39,0.44,0.75,0.06,0.79,0.56,0.38,0.93
Junior Frontend Engineer - (Remote),NA,b,U1150,1,NaN,0.27,0.11,0.69,0.68,0.78,0.47,0.96,0.85,0.08,0.93,0.82,0.86,0.33,1,0.79,0.73,NaN,0.3,0.65,0.3,0.19,0.33,0.52,0.75,0.81,0.7,0.39,0.57,0.72,0.97,0.08,0.15,0.15,0.77,0.1,0.89,0.26,0.65,0.55,0.44,0.37,0.53,0.7,0.81,0.35,0.48,0.62,0.43,0.6,0.47,0.53,0.15,0.42,0.28,0.18
Senior Marketing Analyst - New Ventures ,NA,e,U1151,1,0.49,0.95,0.65,0.84,0.7,0.22,0.89,0.04,0.65,0.66,0.46,0.15,0.64,0.66,0.73,0.56,0.27,0.67,0.93,0.2,0.9,0.27,0.93,NaN,0.16,0.76,0.21,0.88,0.17,0.58,0.32,0.42,0.25,0.7,0.58,0.78,0.86,0.63,0.01,0.29,0.28,0.19,0.41,0.17,0.93,0.12,0.69,0.54,0.52,0.58,0.26,0.58,0.52,0.02,0.19,1
